,node,cluster,location,description,followers,name,created_at,likes,statuses_count
1051,MakeMe1aHolla,0,Illinois  USA,"#Resist #Resistance - sick of current StateofBullshit-I RT w/#’s & like others wk b/c they “say” it better & it keeps me fromcussing"" any1 out🤬😊 #BidenHarris""",390,Mercy MercyMe,29-Nov-2011 (01:26:22.000000),10795,11608
1052,JessicaHOverto1,1,None,I am a Strong Democrat trapped in a Red State. I love animals  ppl not so much. #BLM #BidenHarris2020!!ProudAtheist,2225,Jessica H Overton,09-Sep-2017 (19:05:36.000000),164278,43269
1053,4589roger,0,Wales,73yrs. There I was  writing tools of thought abt how soc could grow our enlightenment *and* keep core identity  and we stumbled at the first (CO2) hurdle :/..?,3176,Roger Davies FBPE,06-Nov-2010 (17:34:32.000000),150612,97982
1054,RealSitazen,0, Midwest,Real person. Married to my husband  🐶 birds  photography  painting  and nature. Is it over yet? I am and Independent optional voter.,114,🗳️Deborah Voted🗳️,10-Apr-2020 (17:07:40.000000),3627,1449
1055,ErmaHamilton882,0,North Carolina  USA,I am a writer and just completed my first book.,59,Erma Hamilton,27-Aug-2016 (18:08:22.000000),2056,6391
1056,betterjobsearch,0,Chicago  IL,Dedicated to making the world a better place for all.  #followfriday #ff #followback #followteamback #ifollowback Mention @betterjobsearch for RTs.,97972,The Job Guy,18-Jul-2009 (22:03:57.000000),220,136208
1057,savvy0164,0,None,I hope to spread positivity and joy! 👋 ✌️😊 Stay Informed and please VOTE,10,Lena,05-Oct-2020 (02:28:22.000000),1339,680
1058,DanaRubalcava,0,None,Always SMILE. There's always something to be GRATEFUL for!,60,Dana Rubalcava,04-Feb-2013 (03:40:44.000000),3976,2175
1059,ItsAmandaElise,0,Delaware  USA,Progressives vs Everyone #NotMeUs  @DemSocialists @JusticeDems Tattooed Mommy 💙 ASD & ADHD Human Rights Advocate  #adoptdontshop & lover of awesome things,444,Progressive Mhysa 🌹,19-Jan-2011 (22:40:15.000000),6588,1213
1060,ladymidnight09,1,Eat me!!,A Veteran  a woman  Latin  college educated  believes in human rights  equality and fairness. #TrumpIsATraitor,101,Boricua 🇵🇷🇺🇸 Vet against Trump!,22-Jul-2009 (19:10:13.000000),27195,22606
1061,markdamon77,0,Los Angeles,FATHER  UCSB  WRITER:Lost a child to PAS.,241,Mark Damon,16-Mar-2012 (20:27:11.000000),16899,5907
1062,PaulaYankelove,0,None,I'm squishing your head.Go Pats!🏈#VoteBidenHarris🇺🇸,6273,Paula Y,22-Sep-2011 (01:56:21.000000),351278,48854
1063,otiose94,0,Canberra,Twitter is my ONLY vice ... cartoons on @FB   http://bit.ly/2WjWPG3,7044,8min 46sec,14-Sep-2011 (02:31:09.000000),27544,504814
1064,Kubersoni7,0,None,worked with Flipkart. Engineering guy,0,Kuber,30-Oct-2020 (05:19:08.000000),17,36
1065,PaulRmgy,1,Ireland,#TuamBabies LUFC,20,🦔 Paul 🍎🌻 ☢️,15-Oct-2019 (15:59:49.000000),911,153
1066,Fuzzysongman,0,None,Article 49. “I would rather be a man of paradoxes than a man of prejudices.”,736,🇪🇺🏴󠁧󠁢󠁷󠁬󠁳󠁿🇮🇹🇮🇳♻️🔶,18-Nov-2015 (15:05:03.000000),154670,28354
1067,jack_hallen,0,DC Metro Area  Ohio,Business Owner with 298 employees  I'm a Republican-conservative ideas & principles. #MAGA are not R's but Fools!,418,Jack Hallen,05-Feb-2020 (23:52:46.000000),17504,10087
1068,Zoot16,0,Arizona,Conservative  I Love My Truck My Dogs and My Cat,4101,Zoot,18-Apr-2013 (18:12:57.000000),66123,55344
1069,JavaQueen22,0,None,Recovering Republican. Mother to three amazing children  Zoey the wonder dog  and two evil cats. #AdultADHD #LGBTQ ally  #Resistance  #vote  she/her/hers,1292,Not That Karin #VoteBlue 🏴‍☠️💜🌊💙🏳️‍🌈,08-Sep-2020 (10:52:16.000000),7164,2311
1070,Terrix12,0,PNW,US Army Retired - 24 years,82,Terrix,03-Nov-2015 (23:14:21.000000),52409,23057
1071,cabrinimh231,0,East Coast,#FBR  RECOVERING GOP  CONSPIRACY THEORIST AND FOXNEWS VIEWER.,920,Mary Holden,21-Sep-2016 (15:01:11.000000),7241,90737
1072,joliclown,0,berkeley  california,X-AP news reporter  X-stringer  coach & mentor. Maghreb  Creole  political corruption  guns  crime  soccer  education. aspiring tennis bum,2591,joliclown,19-Dec-2008 (16:17:57.000000),8963,18562
1073,KathyCMarra,1,Brooklyn  New York,ExGOP. Formerly a CEO & Executive (NYC Government  Non-Profits & Columbia University).  #BlueTsunami2020 #TurnOutBlowOut #VotesTooBigToRig #ProtectHealthCare,2867,Kathryn Croft,13-Jan-2012 (14:10:02.000000),135123,273100
1074,RLTraveler,0,None,Addicted to excitement.,62,🦎🧠Ugly Chump,25-Jul-2019 (05:09:03.000000),7370,10565
1075,luzbaez,0,Williamsburg  Brooklyn,😷🇵🇷 💙🚫 DM 🚫 “It’s a poor frog that doesn’t praise it’s own pond.” Unknown. #Vote - that’s your Super Power #LatinasforBiden,3267,Just Luz,14-Aug-2009 (02:25:13.000000),11452,6065
1076,mitch61nm,0,New Mexico  USA,Mom  Nana  Great Nana  lover of cats  ok dogs too. Fighting to take back America & end the nightmare. #Fresh  WTP/RF,9415,Betty Mitchell  pissed off  fed up! Vote Blue🌻🌻,01-May-2011 (23:39:59.000000),91772,54621
1077,Exit3281,0,None,trying to help those stuck in life's traffic jam,320,Exit328,17-Jan-2020 (01:11:00.000000),56373,53741
1078,MimiTexasAngel,0,Planet Earth,Cannabinoids regulate cells. Cannabis has 540 nutrients to support health. Plants are Foods. Truth is Power. No Grow No FREEDOM ~ Eat to Heal the Nation,4395,Black Lives Matter ~ Cannabis is Food that Heals,02-Apr-2012 (21:51:55.000000),236632,342625
1079,kmpritch,0,None,None,38,Think4URSelf,20-Jan-2010 (00:19:34.000000),9940,5606
1080,PinknFlawless,0,Cordova  Tennessee,Wife of an amazing King. Sweet & Sassy momma of two beasts and one beauty. #JaneOfAllTrades #FootballMom #WrestlingMom #TrackMom #DanceMom #LovingLife #RESISTOR,1059,🌊🌊💅🏽PinknFlawless💅🏽🌊🌊,24-Aug-2009 (14:14:28.000000),13583,2738
1081,Owula_Kpakpo,0,Accra  Ghana,Freelance Digital Strategist |Volunteer @WikimediaGH @gayoghana VP @psychaidnlove|VisualStoryteller.SocialMedia.SecularHumanist.Activist.Socialist|,1768,Justice Okai-Allotey,15-Feb-2011 (22:45:16.000000),6034,49909
1082,lotusphoenix320,1,None,We are in a battle for the soul of our nation. #VoteBlueNoMatterWho #BidenHarrisLandslide2020 #VoteBlueToEndTheNightmare,25,Lotus Phoenix 320,09-Nov-2017 (21:36:07.000000),1469,1029
1083,imcbears,0,United States,None,94,IMCbears,17-Mar-2012 (17:35:19.000000),41951,19971
1084,guist_pat,0,Medicine Hat,Passion for people. Spread love everywhere you go. Let no one ever come to you without leaving happier,424,Pat Guist,25-May-2014 (16:06:16.000000),15772,24318
1085,thornydevil17,0,Brisbane  Queensland,🇦🇺 Proud Aussie  Parent  Coach  Data analyst  Truth Seeker #SaveTheChildren,2337,thornydevil,26-Mar-2020 (04:45:38.000000),3900,2376
1086,MrsCoffey1004,1,Portland. Oregon,I'm a Mom to 2 of the coolest boys in the world and enjoy fishing  reading  and anything peaceful and nourishing to the body and soul!,17,Andrea Coffey,06-May-2011 (17:37:21.000000),100,116
1087,carolraerae,0,None,None,394,carol leslie,28-Aug-2013 (10:41:39.000000),13425,8467
1088,AlbertaYoda,0,None,This is Baby Alberta Yoda back-up. Me I sure am cute  eh? This is my Baby Yoda’s back-up for when Conservatives file fake complaints with Twitter to silence me,3162,BabyAlbertaYoda,09-Jan-2020 (13:59:10.000000),47300,71196
1089,SorenSorensen9,0,None,None,26,Soren Sorensen,30-Jul-2020 (22:06:28.000000),1707,1563
1090,4Tchat,0,Belgium 🇧🇪🇪🇺,RT+/-automatique de certains hashtags.@EmmanuelMacron -50% des trafics au Canada grâce à la légalisation de la weed.🌱Contrôlé par @La_SQDC #legalizeit #Pharos,6259,🇧🇪🇫🇷Tchat 4.0🇮🇹🇺🇸🇨🇦🇪🇸🇩🇪🌱#10🌱,16-May-2019 (18:15:21.000000),83248,541880
1091,jomareewade,1,The Bebop  #GeeksResist HQ,"Radical Edward: The computer's kaput and we're drifting through space toward certain oblivion."" ~ Cowboy Bebop  Fan #TheResistance #HeroesPersist #GeeksResist""",43897,BebopSpaceCowgirl 🌈💖💚❤️💙💜,14-Nov-2008 (02:38:10.000000),204962,149069
1092,EvelynWoolfolk,0,None,None,25,Evelyn Woolfolk,01-Aug-2012 (01:56:32.000000),3000,6499
1093,22J0y,0,None,Locked out of my former account @J0Y_22 This is a temporary new account until I can get back into my old one 🌟🌊🌊🌊🌊🌟,32,I am @J0Y_22 !!!,23-Aug-2020 (21:47:15.000000),4665,2549
1094,DarylMJD,1,Waterford  Ireland,1.1 Masters Marketing | Cake Enthusiast | Digital Marketing l Solutions Driven l Views are my own not my employers. SnapChat: DarylMJD,452,Daryl Daniels,13-Apr-2011 (18:38:39.000000),6518,3400
1095,WeNeedCompassio,0,None,Plant-based (since 2009)  Contribution  Volunteering  Causes & Petitions — Screen/Writing & Storytelling @WeNeedStories,984,We Need Compassion.,12-Jul-2016 (12:53:06.000000),979,14556
1096,RationalGlobal,0,None,Rational thinking in an increasingly global world,154,rational.global,20-Feb-2019 (19:35:56.000000),13,149
1097,MySweetP28,0,Toronto  ON,None,324,#TorontoTogether 💖 for our PMJT,11-Jul-2013 (19:02:40.000000),30260,9718
1098,Straitland,1,usa,Most of time I am listening to STRAIT. What ever I am doing George Strait songs are playing in my head.. Cowboy fan! Not a trump supporter!USA born 🙏,821,LJ,14-Aug-2009 (00:57:45.000000),29773,119262
1099,JawadAlvi5,1,Pakistan,Student of journalism,3,Jawad Ali Sabir,28-Jul-2018 (20:31:39.000000),177,255
1100,2ParkCity,0,None,Please Vote - TEAM TRUMP we must win  most important vote (Text Trump to 8022) Follow me  I will Follow you - thank you NO SLEEPY JOE,15554,Mr. Sass,12-Dec-2014 (16:31:56.000000),194,24480
1101,TerryTate__,0,None,None,2,TerryTate,29-Oct-2020 (06:21:49.000000),64,76
1102,TruthTellingNow,0,None,Together we are better: Spotlighting the GOP liars  manipulators  narcissists & the TRUTH. #FBR #FuckTrump #VOTE ➡️➡️➡️ http://headcount.org/registertovote/,3436,🌊 #TrumpIsUNFIT #AmericaOrTrump,28-Jan-2010 (22:41:46.000000),67284,48054
1103,MImproxyble,0,None,https://missionimproxyble.com #free #webproxy to surf saving your #privacy and your #browser history. #proxy #anonymous #unblock #unblockyoutube #tips,3201,MIssionImproxyble,04-Sep-2013 (15:56:47.000000),57298,90116
1104,MelodyComas,0,None,None,7,Melody Comas,09-Nov-2012 (21:43:52.000000),189,131
1105,Fiachmusic,0,Carlow  Ireland,Songwriter. Exile Dub in Carlow. @rtelatelateshow House Band guitarist/singer. @aldocmusic guitarist.  Watch Video: https://youtu.be/t4nKcFOqYww,2352,Fiach Moriarty,29-Sep-2009 (22:40:36.000000),16775,21769
1106,karamballes,0,None,NEU National Executive. Chair of NP&YW National Council. Officer for Unify:Professional Unity.Check out the Pandemic Podcast for Educators in the link,5519,Karam Bales,20-Mar-2013 (18:08:58.000000),12811,45550
1107,MindfulwealthAU,0,Brisbane  Queensland,Creating Freedom and Abundance. I am not a Financial Advisor all posts just my own personal Opinion and not to be taken as Financial advice.,55,Mindful Wealth Creation,26-Nov-2017 (00:32:46.000000),2664,3494
1108,yogaskidogs,0,California  USA,#RightMatters🇺🇸 #TruthMatters🇺🇸 #ScienceMatters🇺🇸 #EqualityMatters🇺🇸 so #VoteBlue! Librarian  dog mom. Save public resources GOP’d privatize for profit.,18925,Trussia,16-Sep-2012 (16:01:43.000000),269297,122221
1109,Spoonhead8,0,A rogue state. A failed state.,Tweet like Anders Breivik & you'll be treated like the turd.Use Google Scholar: https://t.co/xtsoTYJQVzRetweets are not endorsements. Tweets are just my opinions,5903,"Spooky ""Apologies For Postponing My Death"" Head 😷",18-Jun-2017 (12:08:34.000000),239421,208155
1110,Stephen25367746,0,Leicester  England,Soanian. Georgian Architecture  Garden History. Art and History,1305,Stephen Barker,21-Jul-2013 (14:22:14.000000),10913,59743
1111,chargooond,0,ctflmaminy (MA-7),queer/left/on the autism spectrum/poet/comic/writer. (she/her/hers) #MedicareForAll #LeftIsBest #AutisticSlutsDotCom #OhGodNo,2288,carrie h ross,27-Sep-2011 (04:28:28.000000),2833,3757
1112,folklorelover13,0,🇦🇱,🎶And when I felt like I was an old cardiganUnder someone’s bedYou put me on and saidI was your favorite🎶,346,folklore,05-Jul-2019 (13:59:13.000000),101264,16684
1113,thepoliticalcat,0,Everywhere,This account is dedicated to politics with occasional forays into film/art/food/cats/etc. #Resistance NO marketers PLZ.,32312,thepoliticalcat 4 Biden/Harris ticket! #KHive,27-Nov-2008 (19:52:42.000000),384887,979406
1114,JudithRKramer,0,Manchester  UK,Proud to be Woke and SJW  Socialist  campaigner   LGBT ally. Organic gardening & veggie cooking. The wrong kind of Jew.,1524,Judith R Kramer,12-Apr-2012 (08:45:02.000000),72262,16457
1115,watchfulwatcher,0,None,Investigative Journalist,17547,Watchful Watcher,27-Jun-2019 (19:23:55.000000),17440,4796
1116,mamapnut,0,MI,Writer. Poet. Etsy Guru. Mom. Girl Scout Leader. Host of Poetry in the Bar  Co Host of The Talk of the Street and Common Language Podcasts. She/Her,751,Thankful for Zoom Broom,18-Mar-2009 (13:35:46.000000),159086,217412
1117,acehanna54,0,Brooklyn  NY,Scribbler of all things  pre-Code  noir; also silents  CinemaScope  VistaVision...aw  HELL  just 'bout everything!  And politically PROGRESSIVE.,11214,Mel Neuhaus,24-May-2010 (03:20:55.000000),154745,229354
1118,JuergenRuder,0,None,None,176,J Ruder,08-Feb-2020 (13:18:04.000000),46710,22190
1119,talonlawgroup,0,None,"To all who have participated in turning on your own country & on your own fellow citizens  YOU GOT PLAYED. YOU WERE USED.  100% useless idiots""""",164,talonlawgroup,13-May-2020 (03:10:42.000000),3738,7784
1120,NYCMSMC1965,0,Rego Park Queens NYC,Proud Yorkshire man. Loving life with Nick for over 26 years. Passion for food travel decent people and family.,389,Mark S McCowan,17-Oct-2014 (19:08:17.000000),54931,50391
1121,WilmaMarie1,0,None,None,2,WilmaMarie,18-Dec-2017 (21:11:19.000000),1511,307
1122,stefanbuttigieg,0,35.903768 14.454371,#publichealth Specialist🇲🇹➡CoFounder @digitalhealthmt➡️Husband @angel_bier➡Dad ➡@WFPHA_FMASP @maphmorg @euphadh ➡mission #DigitalHealthForAll ➡Views my own,3268,Stefan Buttigieg👉🏻#DigitalHealth,12-Dec-2008 (00:38:26.000000),14761,18251
1123,RonaldSRomuald1,0,None,None,16,Ronald S Romualdo,22-Mar-2019 (16:59:26.000000),4359,1722
1124,BCIT_Journalism,0,Burnaby  BC,Breaking news  features and original stories. News by @bcit broadcast and online journalism students. Find our stories online and @evolution1079 #BCITJournalism,41,BCIT Journalism,13-Oct-2020 (19:27:23.000000),134,345
1125,pugs4everever,0,None,Medical freedom  body autonomy  & truth,77,tellmethetruth,15-Jan-2020 (01:48:29.000000),2733,621
1126,lizzywales,0,None,None,5880,Once you know the truth you can not sleep,02-Nov-2013 (11:03:36.000000),44114,85123
1127,nebelung_ana,0,None,None,1273,Ana Nebelung,27-Aug-2015 (19:58:36.000000),18459,188402
1128,justamie2u,0,None,None,92,Amie,19-Aug-2020 (11:46:42.000000),4077,467
1129,AliHMokdad,0,Seattle  WA,@UW Chief Strategy Officer for #PopulationHealth (@UW_PHI)  Director of Middle Eastern Initiatives at @IHME_UW  Professor of Health Metrics Sciences @UWMedicine,3228,Ali H. Mokdad,21-Jun-2017 (20:47:24.000000),2107,2562
1130,VolvoMan17,0,None,Volvo Driver and Father - Kent/USA - #KBF,2616,VolvoMan #KBF,06-Jan-2019 (17:21:10.000000),57443,79544
1131,MySuccessDay,0,None,None,11,MySuccessDay,24-Sep-2015 (14:28:56.000000),383,235
1132,AndrewM01048339,0,None,im a peace loving family guy love music movies chillin#keepitreal,225,conscious awareness 77,28-Mar-2020 (20:20:17.000000),2559,7974
1133,CaesarXIV,0,Knoxville  TN,Are there any people out there just looking to be friends and not hit you up for money or gift cards?,155,John,23-Feb-2016 (07:32:00.000000),2794,8433
1134,miss_teemi,0,None,God first🙏🙌Gist lover.Sagittarius babe.Even I laugh at myself😂.                                                   tiwasavage lover,563,Care,14-Dec-2018 (15:08:16.000000),1498,1887
1135,mistakeswerema3,1,San Diego  CA,Fat  drunk and stupid is no way to go through life. Life is a hard mistress  but it’s really not right to have a mistress anyway. Has anyone seen my glasses?,1100,mistakesweremade,12-Aug-2018 (04:30:03.000000),52074,46735
1136,PaxPippa,1,None,🤘🏼🌟Ah  there is something here Unfathomed by the cynic’s sneer  Something that gives our feeble light A high immunity from Night... ✨✨😌,630,Peppa T,08-Apr-2016 (09:13:30.000000),239386,78897
1137,tracy_o1973,0,Ohio  USA,I do Marketing and Business Development for a Logistics Company. This is not a dating app so please do not message me. I am not interested.,92,Tracy,08-Mar-2017 (13:43:17.000000),10206,2626
1138,i_johndaniel_,0,Tirunelveli  India,Live the moment ♥️,285,Daniels,21-Dec-2017 (11:33:47.000000),133685,9607
1139,Grumpy40274816,0,Southampton  England,Patriot,385,Grumpy,13-Sep-2020 (11:29:29.000000),12564,3546
1140,CaliBoyHello,1,LA,Surround yourself w friends and happiness! #BLMLA #LGBTQIAA #techno #daddyAF 👨‍❤️‍👨 #UGA GOOO DAWGS!🐶🏈 ✊🏻✊🏼✊🏾✊🏿🏳️‍🌈,775,Callio,16-Mar-2011 (21:00:56.000000),17713,6596
1141,sectrashpanda,0,United States,Security and privacy advice you can trust: no such thing as a stupid question:they/them,272,securitytrashpanda,24-Nov-2017 (15:28:08.000000),6901,4184
1142,BelovedMrsE,0,Earth,I ❤️ God  My family  Truth  Justice⚖️  Freedom USA/MAGA/KAGA 🇺🇸 Learning to navigate🐇& Q🇺🇸WWG1WGA wife of @rich805916 PARLER @BelovedMrsE,812,MrsE,06-Nov-2014 (20:01:01.000000),2701,6313
1143,LACity,0,Los Angeles  CA,The best City in which to live  work  and play.,48777,City of Los Angeles,28-Jun-2017 (11:41:50.000000),1332,3652
1144,WWG1WGA_17_45,0,England  United Kingdom,British - Patriot - Anti EU - Tin Hat Conspiracy Theorist Apparently - Love Our Freedom,964,Mark,17-May-2011 (10:42:58.000000),123267,117023
1145,SaintSanti15,1,None,Born too late to explore the earth  born too soon to explore space  but born just in time to explore the sewers.IG: saintsanti15 /Drag IG: hellthequeenreigns,220,Santi / Hell the Queen 👑,04-Oct-2011 (02:01:02.000000),33022,37384
1146,jules_athome,0,bournemouth dorset,Never knowingly appropriately dressed. mum to a little lovely.   being a Advanced Clinical practitioner.  all views my own.,232,chappers💙,03-Feb-2009 (19:35:00.000000),2862,2595
1147,BBWriterCRD,0,...,Poet/Pianist/Politics/Art/#BB Commentary                      WomenTeenChild/Immig/Advocate/#keto/Proud #Italian American/#nokidsinprison/#ILD/#CM/ FBack🦋,4267,CRD,27-Aug-2009 (02:30:28.000000),53288,57448
1148,beagle709,0,None,#Resist #NotMyPresident #ImpeachTrumpandPenceNow#IllegitimatePresidency,555,Rose Rose,05-Dec-2016 (18:12:12.000000),106171,102687
1149,Facehuggger,0,None,NSFW 18+ nerdy punk.. #teamskeletor #hailhydra #sith #darkjudge,46,Travis,04-Jan-2017 (10:25:45.000000),4940,623
1150,susannmarie,0,Houston  Texas,*  she/her/we  *  i'm a wife  a mom and have a great job - my views are my own  *,382,Susann Marie Glenn,14-Jul-2010 (20:32:30.000000),7085,4218
1151,DizzydotDaisy,0,None,Small Time Artist Trying To Get By,13,Daisy Donovan,27-Oct-2020 (09:32:35.000000),36,218
